0,0,0,0,-72,-65,0,86.0,0
0,0,0,0,-72,-65,0,86.0,0
0,0,-86,0,-72,-65,0,86.0,0
0,0,-86,-78,-72,-65,0,86.0,0
0,0,-86,-78,-72,-65,0,86.0,0
0,0,-86,-78,-60,-71,0,86.0,0
0,0,-86,-78,-61,-71,0,86.0,0
0,0,-86,-78,-61,-68,0,86.0,0
0,0,-86,-78,-61,-68,0,86.0,0
0,0,-82,-78,-61,-61,0,86.0,0
0,0,-82,-77,-61,-61,0,86.0,0
0,0,-82,-77,-61,-61,0,86.0,0
0,0,-82,-77,-61,-59,0,86.0,256
0,0,-82,-77,-58,-59,0,86.0,256
0,0,-82,-77,-58,-59,0,86.0,256
0,0,-82,-77,-58,-59,0,86.0,256
0,0,-82,-77,-58,-59,0,86.0,256
0,0,-83,-77,-58,-59,0,86.0,256
0,0,-83,-77,-58,-59,0,86.0,256
0,0,-83,-77,-58,-59,0,86.0,256
0,0,-83,-77,-63,-63,0,86.0,256
0,0,-83,-77,-63,-63,0,86.0,256
0,0,-83,-77,-63,-66,0,86.0,256
0,0,-83,-77,-63,-66,0,86.0,256
0,0,-80,-77,-63,-66,0,86.0,256
0,0,-80,-83,-63,-66,0,86.0,256
0,0,-80,-83,-63,-66,0,86.0,256
0,0,-80,-83,-63,-59,0,86.0,256
0,0,-80,-83,-63,-59,0,86.0,256
0,0,-81,-83,-63,-59,0,86.0,256
0,0,-81,0,-63,-59,0,86.0,256
0,0,-81,0,-63,-59,0,86.0,256
0,0,-81,0,-58,-62,0,86.0,256
0,0,-81,0,-57,-62,0,86.0,256
0,0,-81,0,-57,-67,0,86.0,256
0,0,-81,0,-57,-67,0,86.0,256
0,0,-81,0,-57,-67,0,86.0,256
0,0,-81,0,-57,-67,0,86.0,256
0,0,-81,0,-57,-67,0,86.0,256
0,0,-81,0,-61,-62,0,86.0,256
0,0,-81,0,-61,-61,0,86.0,256
0,0,-81,0,-61,-61,0,86.0,256
0,0,-82,0,-61,-61,0,86.0,256
0,0,-82,0,-61,-61,0,86.0,256
0,0,-82,0,-61,-61,0,86.0,256
0,0,-82,0,-57,127,0,86.0,256
0,0,-82,0,-58,127,0,86.0,256
0,0,-82,0,-58,-70,0,86.0,256
0,0,-82,0,-58,-70,0,86.0,256
0,0,0,0,-58,-70,0,86.0,256
0,0,0,0,-58,-70,0,86.0,256
0,0,0,0,-58,-70,0,86.0,256
0,0,0,0,-60,-58,0,86.0,256
0,0,0,0,-60,-58,0,86.0,256
0,0,0,0,-60,-61,0,86.0,256
0,0,0,0,-60,-61,0,86.0,256
0,0,0,0,-60,-61,0,86.0,256
0,0,0,0,-60,-61,0,86.0,256
0,0,0,0,-60,-61,0,86.0,256
0,0,0,0,-67,-63,0,86.0,256
0,0,0,0,-65,-63,0,86.0,256
0,0,0,0,-65,-63,0,86.0,256
0,0,0,0,-65,-63,0,86.0,256
0,0,0,0,-65,-63,0,86.0,256
0,0,0,-80,-65,-63,0,86.0,256
0,0,0,-80,-65,-63,0,86.0,256
0,0,0,-80,-80,-78,0,86.0,256
0,0,0,-80,-80,-78,0,86.0,256
0,0,0,-80,-80,-78,0,86.0,256
0,0,0,-80,-80,-78,0,86.0,256
0,0,0,-80,-80,-72,0,86.0,256
0,0,0,-79,-80,-72,0,86.0,256
0,0,0,-79,-80,-72,0,86.0,256
0,0,0,-79,-63,-70,0,86.0,256
0,0,0,-79,-62,-70,0,86.0,256
0,0,0,-79,-62,-65,0,86.0,256
0,0,0,-79,-62,-65,0,86.0,256
0,0,0,-79,-62,-65,0,86.0,256
0,0,0,-80,-62,-65,0,86.0,256
0,0,0,-80,-62,-65,0,86.0,256
0,0,0,-80,-62,-71,0,86.0,256
0,0,0,-80,-62,-71,0,86.0,256
0,0,0,-80,-62,-71,0,86.0,256
0,0,0,-80,-62,-71,0,86.0,256
0,0,0,-80,-62,-71,0,86.0,256
0,0,0,-82,-62,-71,0,86.0,256
0,0,0,-82,-62,-71,0,86.0,256
0,0,0,-82,-63,-60,0,86.0,256
0,0,0,-82,-63,-60,0,86.0,256
0,0,0,-82,-63,-65,0,86.0,256
0,0,0,-82,-63,-65,0,86.0,256
0,0,0,-82,-63,-65,0,86.0,256
