496181063.59185,3ec3d2ca-4624-4943-a2f6-69e222c57393,127,Apple TV
496181064.501525,3ec3d2ca-4624-4943-a2f6-69e222c57393,-88,Apple TV
496181064.502526,3ec3d2ca-4624-4943-a2f6-69e222c57393,-88,Apple TV
496181064.532975,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-86,MI_SCALE
496181064.541467,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-86,MI_SCALE
496181064.689011,3ec3d2ca-4624-4943-a2f6-69e222c57393,-98,Apple TV
496181064.690484,3ec3d2ca-4624-4943-a2f6-69e222c57393,-97,Apple TV
496181065.057426,3ec3d2ca-4624-4943-a2f6-69e222c57393,127,Apple TV
496181065.058377,3ec3d2ca-4624-4943-a2f6-69e222c57393,127,Apple TV
496181065.562577,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,127,MI_SCALE
496181065.791303,3ec3d2ca-4624-4943-a2f6-69e222c57393,-94,Apple TV
496181065.974963,3ec3d2ca-4624-4943-a2f6-69e222c57393,-95,Apple TV
496181066.345812,3ec3d2ca-4624-4943-a2f6-69e222c57393,-92,Apple TV
496181066.346278,3ec3d2ca-4624-4943-a2f6-69e222c57393,-94,Apple TV
496181066.717209,3ec3d2ca-4624-4943-a2f6-69e222c57393,-85,Apple TV
496181066.896256,3ec3d2ca-4624-4943-a2f6-69e222c57393,-87,Apple TV
496181066.897489,3ec3d2ca-4624-4943-a2f6-69e222c57393,-87,Apple TV
496180497.060594,d9114d7c-6168-4471-805e-95c5ed325dc5,102.0,Heart Rate Sensor
496181067.080122,3ec3d2ca-4624-4943-a2f6-69e222c57393,-93,Apple TV
496181067.08107,3ec3d2ca-4624-4943-a2f6-69e222c57393,-93,Apple TV
496181067.999358,3ec3d2ca-4624-4943-a2f6-69e222c57393,-86,Apple TV
496181068.000453,3ec3d2ca-4624-4943-a2f6-69e222c57393,-86,Apple TV
496181068.180607,3ec3d2ca-4624-4943-a2f6-69e222c57393,-88,Apple TV
496181068.181994,3ec3d2ca-4624-4943-a2f6-69e222c57393,-88,Apple TV
496181068.365095,3ec3d2ca-4624-4943-a2f6-69e222c57393,-92,Apple TV
496181068.366239,3ec3d2ca-4624-4943-a2f6-69e222c57393,-92,Apple TV
496181068.547251,3ec3d2ca-4624-4943-a2f6-69e222c57393,-87,Apple TV
496181068.636548,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-82,MI_SCALE
496181068.638269,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-82,MI_SCALE
496181069.095179,3ec3d2ca-4624-4943-a2f6-69e222c57393,-85,Apple TV
496181069.095583,3ec3d2ca-4624-4943-a2f6-69e222c57393,-85,Apple TV
496181069.275565,3ec3d2ca-4624-4943-a2f6-69e222c57393,-99,Apple TV
496181069.643843,3ec3d2ca-4624-4943-a2f6-69e222c57393,-90,Apple TV
496181069.644807,3ec3d2ca-4624-4943-a2f6-69e222c57393,-90,Apple TV
496181069.66177,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-83,MI_SCALE
496181069.662975,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-82,MI_SCALE
496181069.824416,3ec3d2ca-4624-4943-a2f6-69e222c57393,-86,Apple TV
496181069.825562,3ec3d2ca-4624-4943-a2f6-69e222c57393,-86,Apple TV
496181070.00761,3ec3d2ca-4624-4943-a2f6-69e222c57393,-85,Apple TV
496181070.008159,3ec3d2ca-4624-4943-a2f6-69e222c57393,-87,Apple TV
496181070.194959,3ec3d2ca-4624-4943-a2f6-69e222c57393,-87,Apple TV
496181070.195794,3ec3d2ca-4624-4943-a2f6-69e222c57393,-88,Apple TV
496181070.381286,3ec3d2ca-4624-4943-a2f6-69e222c57393,-83,Apple TV
496181070.382098,3ec3d2ca-4624-4943-a2f6-69e222c57393,-84,Apple TV
496181070.567736,3ec3d2ca-4624-4943-a2f6-69e222c57393,-84,Apple TV
496181070.569382,3ec3d2ca-4624-4943-a2f6-69e222c57393,-83,Apple TV
496181070.692377,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-79,MI_SCALE
496181070.693637,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-80,MI_SCALE
496181070.749666,3ec3d2ca-4624-4943-a2f6-69e222c57393,127,Apple TV
496181070.75052,3ec3d2ca-4624-4943-a2f6-69e222c57393,-86,Apple TV
496181071.121045,3ec3d2ca-4624-4943-a2f6-69e222c57393,-84,Apple TV
496181071.123142,3ec3d2ca-4624-4943-a2f6-69e222c57393,-85,Apple TV
496181071.304603,3ec3d2ca-4624-4943-a2f6-69e222c57393,-86,Apple TV
496181071.3063,3ec3d2ca-4624-4943-a2f6-69e222c57393,-87,Apple TV
496181071.482926,3ec3d2ca-4624-4943-a2f6-69e222c57393,-85,Apple TV
496181071.483462,3ec3d2ca-4624-4943-a2f6-69e222c57393,-86,Apple TV
496181071.666655,3ec3d2ca-4624-4943-a2f6-69e222c57393,-89,Apple TV
496181071.667183,3ec3d2ca-4624-4943-a2f6-69e222c57393,-89,Apple TV
496181071.716407,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-84,MI_SCALE
496181071.718604,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-84,MI_SCALE
496181071.850085,3ec3d2ca-4624-4943-a2f6-69e222c57393,-91,Apple TV
496181071.851781,3ec3d2ca-4624-4943-a2f6-69e222c57393,-91,Apple TV
496181072.033892,3ec3d2ca-4624-4943-a2f6-69e222c57393,-92,Apple TV
496181072.034779,3ec3d2ca-4624-4943-a2f6-69e222c57393,-91,Apple TV
496180669.17041,d9114d7c-6168-4471-805e-95c5ed325dc5,59.0,Heart Rate Sensor
496181072.745995,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-86,MI_SCALE
496181072.747139,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-87,MI_SCALE
496181072.948767,3ec3d2ca-4624-4943-a2f6-69e222c57393,-93,Apple TV
496181072.949535,3ec3d2ca-4624-4943-a2f6-69e222c57393,-94,Apple TV
496181073.129633,3ec3d2ca-4624-4943-a2f6-69e222c57393,-87,Apple TV
496181073.133277,3ec3d2ca-4624-4943-a2f6-69e222c57393,-86,Apple TV
496181073.313532,3ec3d2ca-4624-4943-a2f6-69e222c57393,-85,Apple TV
496181073.314378,3ec3d2ca-4624-4943-a2f6-69e222c57393,-85,Apple TV
496181073.681952,3ec3d2ca-4624-4943-a2f6-69e222c57393,-86,Apple TV
496181073.68455,3ec3d2ca-4624-4943-a2f6-69e222c57393,-87,Apple TV
496181073.862077,3ec3d2ca-4624-4943-a2f6-69e222c57393,-97,Apple TV
496181073.864474,3ec3d2ca-4624-4943-a2f6-69e222c57393,-95,Apple TV
496181074.046474,3ec3d2ca-4624-4943-a2f6-69e222c57393,-81,Apple TV
496181074.048788,3ec3d2ca-4624-4943-a2f6-69e222c57393,-82,Apple TV
496181074.230095,3ec3d2ca-4624-4943-a2f6-69e222c57393,-91,Apple TV
496181074.233815,3ec3d2ca-4624-4943-a2f6-69e222c57393,-91,Apple TV
496181074.411683,3ec3d2ca-4624-4943-a2f6-69e222c57393,-91,Apple TV
496181074.597837,3ec3d2ca-4624-4943-a2f6-69e222c57393,-89,Apple TV
496181074.600484,3ec3d2ca-4624-4943-a2f6-69e222c57393,-88,Apple TV
496181074.78417,3ec3d2ca-4624-4943-a2f6-69e222c57393,-86,Apple TV
496181074.786786,3ec3d2ca-4624-4943-a2f6-69e222c57393,-85,Apple TV
496181074.802426,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-94,MI_SCALE
496181074.80587,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-93,MI_SCALE
496181075.149463,3ec3d2ca-4624-4943-a2f6-69e222c57393,-88,Apple TV
496181075.150895,3ec3d2ca-4624-4943-a2f6-69e222c57393,-87,Apple TV
496181075.331335,3ec3d2ca-4624-4943-a2f6-69e222c57393,-90,Apple TV
496181075.332845,3ec3d2ca-4624-4943-a2f6-69e222c57393,-90,Apple TV
496181075.698263,3ec3d2ca-4624-4943-a2f6-69e222c57393,-90,Apple TV
496181075.699071,3ec3d2ca-4624-4943-a2f6-69e222c57393,-90,Apple TV
496181075.827443,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-75,MI_SCALE
496181075.830654,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-74,MI_SCALE
496181075.879351,3ec3d2ca-4624-4943-a2f6-69e222c57393,-91,Apple TV
496181075.881629,3ec3d2ca-4624-4943-a2f6-69e222c57393,-92,Apple TV
496181076.248727,3ec3d2ca-4624-4943-a2f6-69e222c57393,-83,Apple TV
496181076.251578,3ec3d2ca-4624-4943-a2f6-69e222c57393,-83,Apple TV
496181076.432199,3ec3d2ca-4624-4943-a2f6-69e222c57393,-77,Apple TV
496181076.434958,3ec3d2ca-4624-4943-a2f6-69e222c57393,-76,Apple TV
496181076.614254,3ec3d2ca-4624-4943-a2f6-69e222c57393,-85,Apple TV
496181076.616595,3ec3d2ca-4624-4943-a2f6-69e222c57393,-85,Apple TV
496181076.859801,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-93,MI_SCALE
496181076.86271,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-94,MI_SCALE
496181076.981025,3ec3d2ca-4624-4943-a2f6-69e222c57393,-84,Apple TV
496181076.983365,3ec3d2ca-4624-4943-a2f6-69e222c57393,-84,Apple TV
496181077.161508,3ec3d2ca-4624-4943-a2f6-69e222c57393,-80,Apple TV
496181077.163845,3ec3d2ca-4624-4943-a2f6-69e222c57393,-81,Apple TV
496181077.895163,3ec3d2ca-4624-4943-a2f6-69e222c57393,-79,Apple TV
496181077.897512,3ec3d2ca-4624-4943-a2f6-69e222c57393,-78,Apple TV
496181078.075992,3ec3d2ca-4624-4943-a2f6-69e222c57393,-73,Apple TV
496181078.078519,3ec3d2ca-4624-4943-a2f6-69e222c57393,-72,Apple TV
496181078.258867,3ec3d2ca-4624-4943-a2f6-69e222c57393,-73,Apple TV
496181078.261486,3ec3d2ca-4624-4943-a2f6-69e222c57393,-73,Apple TV
496181078.445231,3ec3d2ca-4624-4943-a2f6-69e222c57393,-66,Apple TV
496181078.447528,3ec3d2ca-4624-4943-a2f6-69e222c57393,-65,Apple TV
496181078.62544,3ec3d2ca-4624-4943-a2f6-69e222c57393,-68,Apple TV
496181078.91062,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-56,MI_SCALE
496181078.911767,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-57,MI_SCALE
496181079.127453,EBEFD083-70A2-47C8-9837-E7B5634DF526,0,ToiletBeacon2
496181079.177666,3ec3d2ca-4624-4943-a2f6-69e222c57393,-68,Apple TV
496181079.178193,3ec3d2ca-4624-4943-a2f6-69e222c57393,-69,Apple TV
496181079.357102,3ec3d2ca-4624-4943-a2f6-69e222c57393,-74,Apple TV
496181079.358374,3ec3d2ca-4624-4943-a2f6-69e222c57393,-73,Apple TV
496181079.537462,3ec3d2ca-4624-4943-a2f6-69e222c57393,-75,Apple TV
496181079.538243,3ec3d2ca-4624-4943-a2f6-69e222c57393,-74,Apple TV
496181079.724237,3ec3d2ca-4624-4943-a2f6-69e222c57393,-69,Apple TV
496181079.726693,3ec3d2ca-4624-4943-a2f6-69e222c57393,-70,Apple TV
496181079.905604,3ec3d2ca-4624-4943-a2f6-69e222c57393,-65,Apple TV
496181079.933004,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-57,MI_SCALE
496181079.934133,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-57,MI_SCALE
496181080.086636,3ec3d2ca-4624-4943-a2f6-69e222c57393,-68,Apple TV
496181080.087551,3ec3d2ca-4624-4943-a2f6-69e222c57393,-68,Apple TV
496181080.114884,EBEFD083-70A2-47C8-9837-E7B5634DF526,0,ToiletBeacon2
496181080.131439,EBEFD083-70A2-47C8-9837-E7B5634DF527,0,Beacon3
496181080.357971,3ec3d2ca-4624-4943-a2f6-69e222c57393,-91,Apple TV
496181080.449518,3ec3d2ca-4624-4943-a2f6-69e222c57393,-69,Apple TV
496181080.449906,3ec3d2ca-4624-4943-a2f6-69e222c57393,-69,Apple TV
496181080.630475,3ec3d2ca-4624-4943-a2f6-69e222c57393,-75,Apple TV
496181080.646592,3ec3d2ca-4624-4943-a2f6-69e222c57393,-75,Apple TV
496181080.813128,3ec3d2ca-4624-4943-a2f6-69e222c57393,-73,Apple TV
496181080.813496,3ec3d2ca-4624-4943-a2f6-69e222c57393,-73,Apple TV
496181080.953458,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-60,MI_SCALE
496181080.953941,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-60,MI_SCALE
496181081.000006,3ec3d2ca-4624-4943-a2f6-69e222c57393,-71,Apple TV
496181081.000528,3ec3d2ca-4624-4943-a2f6-69e222c57393,-70,Apple TV
496181081.098902,EBEFD083-70A2-47C8-9837-E7B5634DF526,0,ToiletBeacon2
496181081.105759,EBEFD083-70A2-47C8-9837-E7B5634DF527,0,Beacon3
496181081.184204,3ec3d2ca-4624-4943-a2f6-69e222c57393,-78,Apple TV
496181081.18461,3ec3d2ca-4624-4943-a2f6-69e222c57393,-78,Apple TV
496181081.366483,3ec3d2ca-4624-4943-a2f6-69e222c57393,-73,Apple TV
496181081.367297,3ec3d2ca-4624-4943-a2f6-69e222c57393,-73,Apple TV
496181081.549925,3ec3d2ca-4624-4943-a2f6-69e222c57393,-71,Apple TV
496181081.550737,3ec3d2ca-4624-4943-a2f6-69e222c57393,-72,Apple TV
496181081.731221,3ec3d2ca-4624-4943-a2f6-69e222c57393,-65,Apple TV
496181081.733115,3ec3d2ca-4624-4943-a2f6-69e222c57393,-65,Apple TV
496181081.912532,3ec3d2ca-4624-4943-a2f6-69e222c57393,-66,Apple TV
496181081.912908,3ec3d2ca-4624-4943-a2f6-69e222c57393,-66,Apple TV
496181081.978637,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-64,MI_SCALE
496181081.979147,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-63,MI_SCALE
496181082.096318,3ec3d2ca-4624-4943-a2f6-69e222c57393,-70,Apple TV
496181082.096691,3ec3d2ca-4624-4943-a2f6-69e222c57393,-70,Apple TV
496181082.102068,EBEFD083-70A2-47C8-9837-E7B5634DF526,0,ToiletBeacon2
496181082.108303,EBEFD083-70A2-47C8-9837-E7B5634DF527,0,Beacon3
496181082.114178,EBEFD083-70A2-47C8-9837-E7B5634DF528,0,KitchenBeacon4
496181082.276544,3ec3d2ca-4624-4943-a2f6-69e222c57393,-70,Apple TV
496181082.276983,3ec3d2ca-4624-4943-a2f6-69e222c57393,-70,Apple TV
496181082.457227,3ec3d2ca-4624-4943-a2f6-69e222c57393,-75,Apple TV
496181082.457598,3ec3d2ca-4624-4943-a2f6-69e222c57393,-76,Apple TV
496181082.639747,3ec3d2ca-4624-4943-a2f6-69e222c57393,-68,Apple TV
496181082.640322,3ec3d2ca-4624-4943-a2f6-69e222c57393,-68,Apple TV
496181083.054648,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-53,MI_SCALE
496181083.060848,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-53,MI_SCALE
496181083.073846,12421fda-3bfd-4eda-8534-ca7f5ba8bf8f,1,Hall Light
496181083.110071,EBEFD083-70A2-47C8-9837-E7B5634DF526,0,ToiletBeacon2
496181083.116569,EBEFD083-70A2-47C8-9837-E7B5634DF527,0,Beacon3
496181083.123721,EBEFD083-70A2-47C8-9837-E7B5634DF528,0,KitchenBeacon4
496181083.191406,3ec3d2ca-4624-4943-a2f6-69e222c57393,-63,Apple TV
496181083.192315,3ec3d2ca-4624-4943-a2f6-69e222c57393,-63,Apple TV
496181083.375283,3ec3d2ca-4624-4943-a2f6-69e222c57393,-68,Apple TV
496181083.375658,3ec3d2ca-4624-4943-a2f6-69e222c57393,-68,Apple TV
496181083.558951,3ec3d2ca-4624-4943-a2f6-69e222c57393,-71,Apple TV
496181083.559798,3ec3d2ca-4624-4943-a2f6-69e222c57393,-71,Apple TV
496181083.739562,3ec3d2ca-4624-4943-a2f6-69e222c57393,-61,Apple TV
496181083.740851,3ec3d2ca-4624-4943-a2f6-69e222c57393,-61,Apple TV
496181083.920128,3ec3d2ca-4624-4943-a2f6-69e222c57393,-66,Apple TV
496181083.920461,3ec3d2ca-4624-4943-a2f6-69e222c57393,-66,Apple TV
496181084.041648,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-58,MI_SCALE
496181084.04226,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-59,MI_SCALE
496181084.10432,3ec3d2ca-4624-4943-a2f6-69e222c57393,-65,Apple TV
496181084.104857,3ec3d2ca-4624-4943-a2f6-69e222c57393,-65,Apple TV
496181084.109045,EBEFD083-70A2-47C8-9837-E7B5634DF526,0,ToiletBeacon2
496181084.119584,EBEFD083-70A2-47C8-9837-E7B5634DF527,0,Beacon3
496181084.131008,EBEFD083-70A2-47C8-9837-E7B5634DF528,0,KitchenBeacon4
496181084.283228,3ec3d2ca-4624-4943-a2f6-69e222c57393,-63,Apple TV
496181084.283584,3ec3d2ca-4624-4943-a2f6-69e222c57393,-63,Apple TV
496181084.466391,3ec3d2ca-4624-4943-a2f6-69e222c57393,-71,Apple TV
496181084.467156,3ec3d2ca-4624-4943-a2f6-69e222c57393,-71,Apple TV
496181084.649034,3ec3d2ca-4624-4943-a2f6-69e222c57393,-67,Apple TV
496181084.650056,3ec3d2ca-4624-4943-a2f6-69e222c57393,-68,Apple TV
496181084.8333,3ec3d2ca-4624-4943-a2f6-69e222c57393,-73,Apple TV
496181084.835128,3ec3d2ca-4624-4943-a2f6-69e222c57393,-73,Apple TV
496181085.117922,EBEFD083-70A2-47C8-9837-E7B5634DF526,0,ToiletBeacon2
496181085.130268,EBEFD083-70A2-47C8-9837-E7B5634DF527,0,Beacon3
496181085.142987,EBEFD083-70A2-47C8-9837-E7B5634DF528,0,KitchenBeacon4
496181085.562151,3ec3d2ca-4624-4943-a2f6-69e222c57393,-71,Apple TV
496181085.562506,3ec3d2ca-4624-4943-a2f6-69e222c57393,-71,Apple TV
496181085.745146,3ec3d2ca-4624-4943-a2f6-69e222c57393,-62,Apple TV
496181085.745663,3ec3d2ca-4624-4943-a2f6-69e222c57393,-62,Apple TV
496181085.930599,3ec3d2ca-4624-4943-a2f6-69e222c57393,-69,Apple TV
496181085.931211,3ec3d2ca-4624-4943-a2f6-69e222c57393,-69,Apple TV
496181086.090883,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-66,MI_SCALE
496181086.091363,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-66,MI_SCALE
496181086.105649,EBEFD083-70A2-47C8-9837-E7B5634DF526,0,ToiletBeacon2
496181086.117096,EBEFD083-70A2-47C8-9837-E7B5634DF527,0,Beacon3
496181086.124307,3ec3d2ca-4624-4943-a2f6-69e222c57393,-62,Apple TV
496181086.124695,3ec3d2ca-4624-4943-a2f6-69e222c57393,-62,Apple TV
496181086.125394,EBEFD083-70A2-47C8-9837-E7B5634DF528,0,KitchenBeacon4
496181086.292566,3ec3d2ca-4624-4943-a2f6-69e222c57393,-62,Apple TV
496181086.293144,3ec3d2ca-4624-4943-a2f6-69e222c57393,-62,Apple TV
496181086.476946,3ec3d2ca-4624-4943-a2f6-69e222c57393,-66,Apple TV
496181086.477521,3ec3d2ca-4624-4943-a2f6-69e222c57393,-66,Apple TV
496181086.658606,3ec3d2ca-4624-4943-a2f6-69e222c57393,-63,Apple TV
496181086.659529,3ec3d2ca-4624-4943-a2f6-69e222c57393,-64,Apple TV
496181086.841024,3ec3d2ca-4624-4943-a2f6-69e222c57393,-65,Apple TV
496181086.841578,3ec3d2ca-4624-4943-a2f6-69e222c57393,-65,Apple TV
496181087.103293,EBEFD083-70A2-47C8-9837-E7B5634DF526,0,ToiletBeacon2
496181087.112131,EBEFD083-70A2-47C8-9837-E7B5634DF527,0,Beacon3
496181087.118837,EBEFD083-70A2-47C8-9837-E7B5634DF528,0,KitchenBeacon4
496181087.120677,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-80,MI_SCALE
496181088.115231,EBEFD083-70A2-47C8-9837-E7B5634DF526,0,ToiletBeacon2
496181088.131545,EBEFD083-70A2-47C8-9837-E7B5634DF527,0,Beacon3
496181088.150157,EBEFD083-70A2-47C8-9837-E7B5634DF528,0,KitchenBeacon4
496181088.15283,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-80,MI_SCALE
496181088.153622,bc3c94b6-9c70-4e2c-9205-0b5d3476c7d6,-80,MI_SCALE
496181088.863153,3ec3d2ca-4624-4943-a2f6-69e222c57393,-68,Apple TV
496181088.866425,3ec3d2ca-4624-4943-a2f6-69e222c57393,-68,Apple TV
496181089.044895,3ec3d2ca-4624-4943-a2f6-69e222c57393,-67,Apple TV
496181089.047216,3ec3d2ca-4624-4943-a2f6-69e222c57393,-68,Apple TV
496181089.12196,EBEFD083-70A2-47C8-9837-E7B5634DF527,0,Beacon3
